 Temperature = 24.8 Pressure = 100936.44 Altitude =32.40
 Temperature = 24.9 Pressure = 100934.92 Altitude =32.53
 Temperature = 24.9 Pressure = 100938.06 Altitude =32.27
 Temperature = 24.9 Pressure = 100937.01 Altitude =32.35
 Temperature = 24.9 Pressure = 100933.11 Altitude =32.68
 Temperature = 24.9 Pressure = 100939.11 Altitude =32.18
 Temperature = 24.9 Pressure = 100931.31 Altitude =32.83
 Temperature = 24.9 Pressure = 100938.06 Altitude =32.27
 Temperature = 24.9 Pressure = 100926.36 Altitude =33.24
 Temperature = 24.9 Pressure = 100941.20 Altitude =32.00
 Temperature = 24.9 Pressure = 100936.25 Altitude =32.42
 Temperature = 24.9 Pressure = 100941.20 Altitude =32.00
 Temperature = 24.9 Pressure = 100939.11 Altitude =32.18
 Temperature = 24.9 Pressure = 100939.11 Altitude =32.18
 Temperature = 24.9 Pressure = 100938.06 Altitude =32.27
 Temperature = 24.9 Pressure = 100937.30 Altitude =32.33
 Temperature = 24.9 Pressure = 100940.15 Altitude =32.09
 Temperature = 24.9 Pressure = 100935.21 Altitude =32.50
 Temperature = 24.9 Pressure = 100936.25 Altitude =32.42
 Temperature = 24.9 Pressure = 100940.15 Altitude =32.09
 Temperature = 24.9 Pressure = 100940.15 Altitude =32.09
 Temperature = 24.9 Pressure = 100933.40 Altitude =32.65
 Temperature = 24.9 Pressure = 100933.40 Altitude =32.65
 Temperature = 24.9 Pressure = 100933.40 Altitude =32.65
 Temperature = 24.9 Pressure = 100937.30 Altitude =32.33
 Temperature = 24.9 Pressure = 100937.30 Altitude =32.33
 Temperature = 24.9 Pressure = 100939.39 Altitude =32.15
 Temperature = 24.9 Pressure = 100933.40 Altitude =32.65
 Temperature = 24.9 Pressure = 100943.29 Altitude =31.83
 Temperature = 24.9 Pressure = 100941.20 Altitude =32.00
 Temperature = 24.9 Pressure = 100943.29 Altitude =31.83
 Temperature = 24.9 Pressure = 100934.45 Altitude =32.57
 Temperature = 24.9 Pressure = 100937.30 Altitude =32.33
 Temperature = 24.9 Pressure = 100939.39 Altitude =32.15
 Temperature = 24.9 Pressure = 100934.45 Altitude =32.57
 Temperature = 24.9 Pressure = 100939.39 Altitude =32.15
 Temperature = 24.9 Pressure = 100939.39 Altitude =32.15
 Temperature = 24.9 Pressure = 100933.40 Altitude =32.65
 Temperature = 24.9 Pressure = 100939.39 Altitude =32.15
 Temperature = 24.9 Pressure = 100937.30 Altitude =32.33
 Temperature = 24.9 Pressure = 100938.35 Altitude =32.24
 Temperature = 24.9 Pressure = 100935.49 Altitude =32.48
 Temperature = 24.9 Pressure = 100942.25 Altitude =31.92
 Temperature = 24.9 Pressure = 100935.49 Altitude =32.48
 Temperature = 24.9 Pressure = 100936.54 Altitude =32.39
 Temperature = 24.9 Pressure = 100939.39 Altitude =32.15
 Temperature = 24.9 Pressure = 100935.49 Altitude =32.48
 Temperature = 24.9 Pressure = 100936.54 Altitude =32.39
 Temperature = 24.9 Pressure = 100945.38 Altitude =31.65
 Temperature = 24.9 Pressure = 100936.54 Altitude =32.39
 Temperature = 24.9 Pressure = 100939.39 Altitude =32.15
 Temperature = 24.9 Pressure = 100944.34 Altitude =31.74
 Temperature = 24.9 Pressure = 100940.44 Altitude =32.07
 Temperature = 24.9 Pressure = 100937.58 Altitude =32.31
 Temperature = 24.9 Pressure = 100943.29 Altitude =31.83
 Temperature = 24.9 Pressure = 100938.63 Altitude =32.22
 Temperature = 24.9 Pressure = 100941.48 Altitude =31.98
 Temperature = 24.9 Pressure = 100937.58 Altitude =32.31
 Temperature = 24.9 Pressure = 100931.59 Altitude =32.81
 Temperature = 24.9 Pressure = 100926.93 Altitude =33.19
 Temperature = 24.9 Pressure = 100939.68 Altitude =32.13
 Temperature = 24.9 Pressure = 100938.63 Altitude =32.22
 Temperature = 24.9 Pressure = 100939.68 Altitude =32.13
 Temperature = 24.9 Pressure = 100931.88 Altitude =32.78
 Temperature = 24.9 Pressure = 100935.78 Altitude =32.46
 Temperature = 24.9 Pressure = 100927.98 Altitude =33.11
 Temperature = 24.9 Pressure = 100938.63 Altitude =32.22
 Temperature = 24.9 Pressure = 100927.98 Altitude =33.11
 Temperature = 24.9 Pressure = 100937.87 Altitude =32.28
 Temperature = 24.9 Pressure = 100926.17 Altitude =33.26
 Temperature = 24.9 Pressure = 100932.92 Altitude =32.69
 Temperature = 24.9 Pressure = 100937.87 Altitude =32.28
 Temperature = 24.9 Pressure = 100926.17 Altitude =33.26
 Temperature = 24.9 Pressure = 100927.98 Altitude =33.11
 Temperature = 24.9 Pressure = 100925.12 Altitude =33.35
 Temperature = 24.9 Pressure = 100937.87 Altitude =32.28
 Temperature = 24.9 Pressure = 100926.17 Altitude =33.26
 Temperature = 24.9 Pressure = 100938.91 Altitude =32.19
 Temperature = 24.9 Pressure = 100939.96 Altitude =32.11
 Temperature = 24.9 Pressure = 100943.86 Altitude =31.78
 Temperature = 24.9 Pressure = 100936.06 Altitude =32.43
 Temperature = 24.9 Pressure = 100936.06 Altitude =32.43
 Temperature = 24.9 Pressure = 100941.01 Altitude =32.02
 Temperature = 24.9 Pressure = 100932.16 Altitude =32.76
 Temperature = 24.9 Pressure = 100943.86 Altitude =31.78
 Temperature = 24.9 Pressure = 100932.16 Altitude =32.76
 Temperature = 24.9 Pressure = 100938.15 Altitude =32.26
 Temperature = 24.9 Pressure = 100942.06 Altitude =31.93
 Temperature = 24.9 Pressure = 100931.11 Altitude =32.85
 Temperature = 24.9 Pressure = 100929.31 Altitude =33.00
 Temperature = 24.9 Pressure = 100930.35 Altitude =32.91
 Temperature = 24.9 Pressure = 100935.01 Altitude =32.52
 Temperature = 24.9 Pressure = 100928.26 Altitude =33.08
 Temperature = 24.9 Pressure = 100928.26 Altitude =33.08
 Temperature = 24.9 Pressure = 100929.31 Altitude =33.00
 Temperature = 24.9 Pressure = 100925.41 Altitude =33.32
 Temperature = 24.9 Pressure = 100929.31 Altitude =33.00
 Temperature = 24.9 Pressure = 100936.06 Altitude =32.43
 Temperature = 24.9 Pressure = 100934.25 Altitude =32.58
 Temperature = 24.9 Pressure = 100937.11 Altitude =32.34
 Temperature = 24.9 Pressure = 100936.34 Altitude =32.41
 Temperature = 24.9 Pressure = 100927.50 Altitude =33.15
 Temperature = 24.9 Pressure = 100938.15 Altitude =32.26
 Temperature = 24.9 Pressure = 100942.06 Altitude =31.93
 Temperature = 24.9 Pressure = 100931.40 Altitude =32.82
 Temperature = 24.9 Pressure = 100928.26 Altitude =33.08
 Temperature = 24.9 Pressure = 100937.11 Altitude =32.34
 Temperature = 24.9 Pressure = 100938.15 Altitude =32.26
 Temperature = 24.9 Pressure = 100942.06 Altitude =31.93
 Temperature = 24.9 Pressure = 100932.16 Altitude =32.76
 Temperature = 24.9 Pressure = 100938.15 Altitude =32.26
 Temperature = 24.9 Pressure = 100930.35 Altitude =32.91
 Temperature = 24.9 Pressure = 100935.30 Altitude =32.50
 Temperature = 25.0 Pressure = 100933.49 Altitude =32.65
 Temperature = 24.9 Pressure = 100935.30 Altitude =32.50
 Temperature = 24.9 Pressure = 100931.40 Altitude =32.82
 Temperature = 24.9 Pressure = 100931.40 Altitude =32.82
 Temperature = 24.9 Pressure = 100932.44 Altitude =32.73
 Temperature = 24.9 Pressure = 100940.24 Altitude =32.08
 Temperature = 24.9 Pressure = 100931.40 Altitude =32.82
 Temperature = 24.9 Pressure = 100931.40 Altitude =32.82
 Temperature = 25.0 Pressure = 100933.49 Altitude =32.65
 Temperature = 24.9 Pressure = 100935.30 Altitude =32.50
 Temperature = 25.0 Pressure = 100941.29 Altitude =32.00
 Temperature = 24.9 Pressure = 100932.44 Altitude =32.73
 Temperature = 25.0 Pressure = 100933.49 Altitude =32.65
 Temperature = 24.9 Pressure = 100932.44 Altitude =32.73
 Temperature = 24.9 Pressure = 100932.44 Altitude =32.73
 Temperature = 25.0 Pressure = 100934.54 Altitude =32.56
 Temperature = 25.0 Pressure = 100939.49 Altitude =32.15
 Temperature = 25.0 Pressure = 100926.74 Altitude =33.21
 Temperature = 25.0 Pressure = 100926.74 Altitude =33.21
 Temperature = 25.0 Pressure = 100928.83 Altitude =33.04
 Temperature = 24.9 Pressure = 100924.64 Altitude =33.39
 Temperature = 25.0 Pressure = 100924.93 Altitude =33.36
 Temperature = 25.0 Pressure = 100931.68 Altitude =32.80
 Temperature = 25.0 Pressure = 100932.73 Altitude =32.71
 Temperature = 25.0 Pressure = 100927.78 Altitude =33.12
 Temperature = 25.0 Pressure = 100934.54 Altitude =32.56
 Temperature = 25.0 Pressure = 100927.02 Altitude =33.19
 Temperature = 25.0 Pressure = 100939.77 Altitude =32.12
 Temperature = 25.0 Pressure = 100936.63 Altitude =32.38
 Temperature = 25.0 Pressure = 100930.92 Altitude =32.86
 Temperature = 25.0 Pressure = 100929.11 Altitude =33.01
 Temperature = 25.0 Pressure = 100925.21 Altitude =33.34
 Temperature = 25.0 Pressure = 100925.21 Altitude =33.34
 Temperature = 25.0 Pressure = 100931.97 Altitude =32.77
 Temperature = 25.0 Pressure = 100936.15 Altitude =32.42
 Temperature = 25.0 Pressure = 100940.82 Altitude =32.03
 Temperature = 25.0 Pressure = 100935.10 Altitude =32.51
 Temperature = 25.0 Pressure = 100936.15 Altitude =32.42
 Temperature = 25.0 Pressure = 100932.25 Altitude =32.75
 Temperature = 25.0 Pressure = 100933.30 Altitude =32.66
 Temperature = 25.0 Pressure = 100921.59 Altitude =33.64
 Temperature = 25.0 Pressure = 100929.40 Altitude =32.99
 Temperature = 25.0 Pressure = 100927.30 Altitude =33.16
 Temperature = 25.0 Pressure = 100929.40 Altitude =32.99
 Temperature = 25.0 Pressure = 100921.59 Altitude =33.64
 Temperature = 25.0 Pressure = 100930.44 Altitude =32.90
 Temperature = 25.0 Pressure = 100924.73 Altitude =33.38
 Temperature = 25.0 Pressure = 100933.58 Altitude =32.64
 Temperature = 25.0 Pressure = 100933.58 Altitude =32.64
 Temperature = 25.0 Pressure = 100932.53 Altitude =32.73
 Temperature = 25.0 Pressure = 100926.82 Altitude =33.20
 Temperature = 25.0 Pressure = 100934.62 Altitude =32.55
 Temperature = 25.0 Pressure = 100927.87 Altitude =33.12
 Temperature = 25.0 Pressure = 100935.67 Altitude =32.46
 Temperature = 25.0 Pressure = 100931.77 Altitude =32.79
 Temperature = 25.0 Pressure = 100925.78 Altitude =33.29
 Temperature = 25.0 Pressure = 100937.76 Altitude =32.29
 Temperature = 25.0 Pressure = 100928.91 Altitude =33.03
 Temperature = 25.0 Pressure = 100929.96 Altitude =32.94
 Temperature = 25.0 Pressure = 100937.76 Altitude =32.29
 Temperature = 25.0 Pressure = 100929.96 Altitude =32.94
 Temperature = 25.0 Pressure = 100943.47 Altitude =31.81
 Temperature = 25.0 Pressure = 100935.67 Altitude =32.46
 Temperature = 25.0 Pressure = 100937.76 Altitude =32.29
 Temperature = 25.0 Pressure = 100933.86 Altitude =32.62
 Temperature = 25.0 Pressure = 100925.01 Altitude =33.36
 Temperature = 25.0 Pressure = 100926.06 Altitude =33.27
 Temperature = 25.0 Pressure = 100934.91 Altitude =32.53
 Temperature = 25.1 Pressure = 100928.15 Altitude =33.09
 Temperature = 25.1 Pressure = 100924.25 Altitude =33.42
 Temperature = 25.0 Pressure = 100938.81 Altitude =32.20
 Temperature = 25.1 Pressure = 100932.05 Altitude =32.77
 Temperature = 25.0 Pressure = 100922.16 Altitude =33.59
 Temperature = 25.0 Pressure = 100937.76 Altitude =32.29
 Temperature = 25.0 Pressure = 100927.10 Altitude =33.18
 Temperature = 25.0 Pressure = 100923.20 Altitude =33.51
 Temperature = 25.1 Pressure = 100916.44 Altitude =34.07
 Temperature = 25.1 Pressure = 100924.25 Altitude =33.42
 Temperature = 25.1 Pressure = 100924.25 Altitude =33.42
 Temperature = 25.1 Pressure = 100932.05 Altitude =32.77
 Temperature = 25.1 Pressure = 100934.14 Altitude =32.59
 Temperature = 25.1 Pressure = 100933.10 Altitude =32.68
 Temperature = 25.1 Pressure = 100940.90 Altitude =32.03
 Temperature = 25.1 Pressure = 100926.34 Altitude =33.24
 Temperature = 25.1 Pressure = 100927.39 Altitude =33.16
 Temperature = 25.1 Pressure = 100935.19 Altitude =32.51
 Temperature = 25.1 Pressure = 100927.39 Altitude =33.16
 Temperature = 25.1 Pressure = 100929.48 Altitude =32.98
 Temperature = 25.1 Pressure = 100936.23 Altitude =32.42
 Temperature = 25.1 Pressure = 100930.52 Altitude =32.90
 Temperature = 25.1 Pressure = 100930.52 Altitude =32.90
 Temperature = 25.1 Pressure = 100928.43 Altitude =33.07
 Temperature = 25.1 Pressure = 100930.52 Altitude =32.90
 Temperature = 25.1 Pressure = 100930.52 Altitude =32.90
 Temperature = 25.1 Pressure = 100931.57 Altitude =32.81
 Temperature = 25.1 Pressure = 100932.33 Altitude =32.74
 Temperature = 25.1 Pressure = 100929.48 Altitude =32.98
 Temperature = 25.1 Pressure = 100929.48 Altitude =32.98
 Temperature = 25.1 Pressure = 100940.42 Altitude =32.07
 Temperature = 25.1 Pressure = 100930.52 Altitude =32.90
 Temperature = 25.1 Pressure = 100927.67 Altitude =33.13
 Temperature = 25.1 Pressure = 100923.77 Altitude =33.46
 Temperature = 25.1 Pressure = 100934.42 Altitude =32.57
 Temperature = 25.1 Pressure = 100928.71 Altitude =33.05
 Temperature = 25.1 Pressure = 100926.62 Altitude =33.22
 Temperature = 25.1 Pressure = 100917.01 Altitude =34.02
 Temperature = 25.1 Pressure = 100934.71 Altitude =32.55
 Temperature = 25.1 Pressure = 100929.76 Altitude =32.96
 Temperature = 25.1 Pressure = 100932.62 Altitude =32.72
 Temperature = 25.1 Pressure = 100923.77 Altitude =33.46
 Temperature = 25.1 Pressure = 100931.57 Altitude =32.81
 Temperature = 25.1 Pressure = 100930.52 Altitude =32.90
 Temperature = 25.1 Pressure = 100932.62 Altitude =32.72
 Temperature = 25.1 Pressure = 100938.33 Altitude =32.24
 Temperature = 25.1 Pressure = 100930.52 Altitude =32.90
 Temperature = 25.1 Pressure = 100930.52 Altitude =32.90
 Temperature = 25.1 Pressure = 100932.62 Altitude =32.72
 Temperature = 25.1 Pressure = 100932.62 Altitude =32.72
 Temperature = 25.1 Pressure = 100934.71 Altitude =32.55
 Temperature = 25.1 Pressure = 100928.71 Altitude =33.05
 Temperature = 25.1 Pressure = 100932.62 Altitude =32.72
 Temperature = 25.1 Pressure = 100925.86 Altitude =33.28
 Temperature = 25.1 Pressure = 100924.81 Altitude =33.37
 Temperature = 25.1 Pressure = 100934.71 Altitude =32.55
 Temperature = 25.1 Pressure = 100934.71 Altitude =32.55
 Temperature = 25.1 Pressure = 100925.86 Altitude =33.28
 Temperature = 25.1 Pressure = 100934.71 Altitude =32.55
 Temperature = 25.1 Pressure = 100934.71 Altitude =32.55
 Temperature = 25.1 Pressure = 100934.71 Altitude =32.55
 Temperature = 25.1 Pressure = 100917.01 Altitude =34.02
 Temperature = 25.1 Pressure = 100938.61 Altitude =32.22
 Temperature = 25.1 Pressure = 100930.80 Altitude =32.87
 Temperature = 25.1 Pressure = 100934.71 Altitude =32.55
 Temperature = 25.1 Pressure = 100943.56 Altitude =31.81
 Temperature = 25.1 Pressure = 100926.90 Altitude =33.20
 Temperature = 25.1 Pressure = 100936.80 Altitude =32.37
 Temperature = 25.1 Pressure = 100934.71 Altitude =32.55
 Temperature = 25.1 Pressure = 100936.80 Altitude =32.37
 Temperature = 25.1 Pressure = 100931.85 Altitude =32.78
 Temperature = 25.1 Pressure = 100934.71 Altitude =32.55
 Temperature = 25.1 Pressure = 100929.00 Altitude =33.02
 Temperature = 25.1 Pressure = 100938.61 Altitude =32.22
 Temperature = 25.1 Pressure = 100926.90 Altitude =33.20
 Temperature = 25.1 Pressure = 100935.75 Altitude =32.46
 Temperature = 25.1 Pressure = 100932.90 Altitude =32.70
 Temperature = 25.1 Pressure = 100927.95 Altitude =33.11
 Temperature = 25.1 Pressure = 100929.00 Altitude =33.02
 Temperature = 25.1 Pressure = 100932.90 Altitude =32.70
 Temperature = 25.1 Pressure = 100931.08 Altitude =32.85
 Temperature = 25.1 Pressure = 100936.80 Altitude =32.37
 Temperature = 25.1 Pressure = 100939.65 Altitude =32.13
 Temperature = 25.1 Pressure = 100931.85 Altitude =32.78
 Temperature = 25.1 Pressure = 100936.80 Altitude =32.37
 Temperature = 25.1 Pressure = 100934.71 Altitude =32.55
 Temperature = 25.1 Pressure = 100929.00 Altitude =33.02
 Temperature = 25.1 Pressure = 100929.00 Altitude =33.02
 Temperature = 25.1 Pressure = 100936.80 Altitude =32.37
 Temperature = 25.1 Pressure = 100929.00 Altitude =33.02
 Temperature = 25.1 Pressure = 100944.60 Altitude =31.72
 Temperature = 25.1 Pressure = 100932.90 Altitude =32.70
 Temperature = 25.1 Pressure = 100945.93 Altitude =31.61
 Temperature = 25.1 Pressure = 100932.90 Altitude =32.70
 Temperature = 25.1 Pressure = 100932.90 Altitude =32.70
 Temperature = 25.1 Pressure = 100931.08 Altitude =32.85
 Temperature = 25.1 Pressure = 100933.18 Altitude =32.67
 Temperature = 25.1 Pressure = 100933.94 Altitude =32.61
 Temperature = 25.1 Pressure = 100931.08 Altitude =32.85
 Temperature = 25.1 Pressure = 100934.99 Altitude =32.52
 Temperature = 25.1 Pressure = 100931.08 Altitude =32.85
 Temperature = 25.1 Pressure = 100927.18 Altitude =33.17
 Temperature = 25.1 Pressure = 100934.99 Altitude =32.52
 Temperature = 25.1 Pressure = 100923.28 Altitude =33.50
 Temperature = 25.1 Pressure = 100930.04 Altitude =32.94
 Temperature = 24.8 Pressure = 101154.25 Altitude =14.23
 time=1637268778.23 Temperature = 24.8 Pressure = 101162.05 Altitude =13.58
 time=1637268778.23 Temperature = 24.8 Pressure = 101159.95 Altitude =13.75
 time=1637268778.23 Temperature = 24.8 Pressure = 101154.25 Altitude =14.23
 time=1637268778.23 Temperature = 24.8 Pressure = 101167.75 Altitude =13.10
 time=1637268778.23 Temperature = 24.8 Pressure = 101152.15 Altitude =14.40
 time=1637268778.23 Temperature = 24.8 Pressure = 101162.05 Altitude =13.58
 time=1637268778.23 Temperature = 24.8 Pressure = 101158.15 Altitude =13.90
 time=1637268778.23 Temperature = 24.8 Pressure = 101159.95 Altitude =13.75
 time=1637268778.23 Temperature = 24.8 Pressure = 101158.15 Altitude =13.90
 time=1637268778.23 Temperature = 24.8 Pressure = 101156.05 Altitude =14.08
 time=1637268778.23 Temperature = 24.8 Pressure = 101153.20 Altitude =14.31
 time=1637268778.23 Temperature = 24.8 Pressure = 101158.15 Altitude =13.90
 time=1637268778.23 Temperature = 24.8 Pressure = 101163.10 Altitude =13.49
 time=1637268778.23 Temperature = 24.8 Pressure = 101157.10 Altitude =13.99
 time=1637268778.23 Temperature = 24.8 Pressure = 101162.05 Altitude =13.58
 time=1637268778.23 Temperature = 24.8 Pressure = 101154.25 Altitude =14.23
 time=1637268778.23 Temperature = 24.8 Pressure = 101156.05 Altitude =14.08
 time=1637268778.23 Temperature = 24.8 Pressure = 101152.15 Altitude =14.40
 time=1637268778.23 Temperature = 24.8 Pressure = 101159.20 Altitude =13.81
 time=1637268778.23 Temperature = 24.8 Pressure = 101148.25 Altitude =14.73
 time=1637268778.23 Temperature = 24.8 Pressure = 101156.05 Altitude =14.08
 time=1637268778.23 Temperature = 24.8 Pressure = 101156.05 Altitude =14.08
 time=1637268778.23 Temperature = 24.8 Pressure = 101150.35 Altitude =14.55
 time=1637268778.23 Temperature = 24.8 Pressure = 101152.15 Altitude =14.40
 time=1637268778.23 Temperature = 24.8 Pressure = 101153.95 Altitude =14.25
 time=1637268778.23 Temperature = 24.8 Pressure = 101148.25 Altitude =14.73
 time=1637268778.23 Temperature = 24.8 Pressure = 101162.05 Altitude =13.58
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101150.35 Altitude =14.55
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101154.25 Altitude =14.23
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101154.25 Altitude =14.23
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101154.25 Altitude =14.23
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101149.30 Altitude =14.64
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101150.35 Altitude =14.55
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101156.05 Altitude =14.08
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101151.10 Altitude =14.49
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101157.85 Altitude =13.93
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101144.35 Altitude =15.05
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101153.20 Altitude =14.31
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101148.25 Altitude =14.73
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101156.05 Altitude =14.08
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101150.05 Altitude =14.58
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101156.05 Altitude =14.08
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101159.95 Altitude =13.75
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101146.15 Altitude =14.90
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101155.00 Altitude =14.16
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101152.15 Altitude =14.40
 time=2021-11-18 15:56:23.304600 Temperature = 24.8 Pressure = 101159.95 Altitude =13.75
 time=2021-11-18 15:57:37.809794 Temperature = 24.8 Pressure = 101156.05 Altitude =14.08
 time=2021-11-18 15:57:38.313372 Temperature = 24.8 Pressure = 101159.95 Altitude =13.75
 time=2021-11-18 15:57:38.817351 Temperature = 24.8 Pressure = 101157.10 Altitude =13.99
 time=2021-11-18 15:57:39.320913 Temperature = 24.8 Pressure = 101153.20 Altitude =14.31
 time=2021-11-18 15:57:39.825007 Temperature = 24.8 Pressure = 101153.20 Altitude =14.31
 time=2021-11-18 15:57:40.329110 Temperature = 24.8 Pressure = 101159.95 Altitude =13.75
 time=2021-11-18 15:57:40.833024 Temperature = 24.8 Pressure = 101157.85 Altitude =13.93
 time=2021-11-18 15:57:41.336598 Temperature = 24.8 Pressure = 101156.05 Altitude =14.08
 time=2021-11-18 15:57:41.840852 Temperature = 24.8 Pressure = 101149.30 Altitude =14.64
 time=2021-11-18 15:57:42.344408 Temperature = 24.8 Pressure = 101154.25 Altitude =14.23
 time=2021-11-18 15:57:42.848500 Temperature = 24.8 Pressure = 101154.25 Altitude =14.23
 time=2021-11-18 15:57:43.352040 Temperature = 24.8 Pressure = 101153.20 Altitude =14.31
 time=2021-11-18 15:57:43.856055 Temperature = 24.8 Pressure = 101155.30 Altitude =14.14
 time=2021-11-18 15:57:44.359599 Temperature = 24.8 Pressure = 101150.35 Altitude =14.55
 time=2021-11-18 15:57:44.863575 Temperature = 24.8 Pressure = 101158.15 Altitude =13.90
 time=2021-11-18 15:57:45.367170 Temperature = 24.8 Pressure = 101156.05 Altitude =14.08
 time=2021-11-18 15:57:45.871228 Temperature = 24.8 Pressure = 101158.15 Altitude =13.90
 time=2021-11-18 15:57:46.374781 Temperature = 24.8 Pressure = 101163.10 Altitude =13.49
 time=2021-11-18 15:57:46.878874 Temperature = 24.8 Pressure = 29.87 Altitude =13.93
 time=2021-11-18 16:04:01.178783 Temperature = 24.8 Pressure = 29.87 Altitude =14.73
 time=2021-11-18 16:04:01.682357 Temperature = 24.8 Pressure = 29.87 Altitude =14.99
 time=2021-11-18 16:04:02.186296 Temperature = 24.8 Pressure = 29.87 Altitude =14.99
 time=2021-11-18 16:04:02.690439 Temperature = 24.8 Pressure = 29.87 Altitude =14.90
 time=2021-11-18 16:04:03.194709 Temperature = 24.8 Pressure = 29.87 Altitude =14.90
 time=2021-11-18 16:04:03.698801 Temperature = 24.8 Pressure = 29.87 Altitude =13.84
 time=2021-11-18 16:04:04.202820 Temperature = 24.8 Pressure = 29.87 Altitude =13.75
 time=2021-11-18 16:04:04.706409 Temperature = 24.8 Pressure = 29.87 Altitude =14.08
 time=2021-11-18 16:04:05.210532 Temperature = 24.8 Pressure = 29.87 Altitude =14.81
 time=2021-11-18 16:04:05.714075 Temperature = 24.8 Pressure = 29.87 Altitude =14.40
 time=2021-11-18 16:04:06.218074 Temperature = 24.8 Pressure = 29.87 Altitude =13.75
 time=2021-11-18 16:04:06.721647 Temperature = 24.8 Pressure = 29.87 Altitude =13.75
 time=2021-11-18 16:04:07.225693 Temperature = 24.8 Pressure = 29.87 Altitude =14.58
 time=2021-11-18 16:04:07.729245 Temperature = 24.8 Pressure = 29.87 Altitude =13.93
 time=2021-11-18 16:04:08.233301 Temperature = 24.8 Pressure = 29.87 Altitude =14.58
 time=2021-11-18 16:04:08.736924 Temperature = 24.8 Pressure = 29.87 Altitude =14.58
 time=2021-11-18 16:04:09.240873 Temperature = 24.8 Pressure = 29.87 Altitude =13.75
 time=2021-11-18 16:04:09.744459 Temperature = 24.8 Pressure = 29.87 Altitude =14.16
 time=2021-11-18 16:04:10.248537 Temperature = 24.8 Pressure = 29.87 Altitude =15.23
